,tweet_id,tweet_url,tweet_text,ocr_text,class_label,image_path,image_url,label,in_mm,topic,has_ocr
1438,1222798133391814656,https://twitter.com/user/status/1222798133391814656,The South Africans in the Wuhan blockade are calling for evacuation https://t.co/RIU8sX8gId https://t.co/7fP9ouDK60,,Yes,images_labeled/train/1222798133391814656.jpg,http://pbs.twimg.com/media/EPhAbBuWsAA-c0I.jpg,1,True,covid,False
1418,1222907469631901701,https://twitter.com/user/status/1222907469631901701,"7,000 People Trapped on Mediterranean Cruise in Italy Over Suspected Coronavirus Case https://t.co/KqTldKO5Mr https://t.co/6syyOGomif",,Yes,images_labeled/train/1222907469631901701.jpg,http://pbs.twimg.com/media/EPij3InUUAEL4W3.jpg,1,True,covid,False
1432,1222455095314567168,https://twitter.com/user/status/1222455095314567168,"Japan, U.S. evacuate citizens as more than 130 die from coronavirus in China https://t.co/6yT3tKaqaS https://t.co/q8jClS3waF",,Yes,images_labeled/train/1222455095314567168.jpg,http://pbs.twimg.com/media/EPcIblTWAAESgM-.jpg,1,True,covid,False
1161,1222933417257467911,https://twitter.com/user/status/1222933417257467911,Commerce and Industry bemoans impact of coronavirus on trade https://t.co/6egF5aEY28 https://t.co/u8GnCQVwzl,,No,images_labeled/train/1222933417257467911.jpg,http://pbs.twimg.com/media/EPi7dkNWsAEk4IS.jpg,0,True,covid,False
1143,1222930505227755521,https://twitter.com/user/status/1222930505227755521,@Adz_LUFC_ @northernassist Could be worse. Imagine if they were wuhan residents https://t.co/5l9OwCE3xI,,No,images_labeled/train/1222930505227755521.jpg,http://pbs.twimg.com/tweet_video_thumb/EPi4zuAW4AAAraO.jpg,0,True,covid,False
1140,1222627398430154753,https://twitter.com/user/status/1222627398430154753,CAUGHT ON CAMERA: Cabbie kicks out arriving Wuhan passenger https://t.co/VboQm8RHEX https://t.co/wbugrBApan,,No,images_labeled/train/1222627398430154753.jpg,http://pbs.twimg.com/media/EPelI4kX4AAoicz.png,0,True,covid,False
1151,1222550007703842816,https://twitter.com/user/status/1222550007703842816,"#coronavirus $NKE not good look at where their major manufacturing factories are 😱😱

$SPY $MSFT $AMZN $FB $BRK.B $JPM $GOOG $JNJ $BABA $NKE $T $BAC $UNH $NVDA $DIS $MA $VZ $INTC $HD $MRK $WMT $NOC $NFLX $C $BA $LMT $RTN $OXY https://t.co/6tti9ac6ty","Nike products are manufactured all over the
world . The exact data says that globally
there are 554 Nike Manufacturing Factories
located in 42 countries with 1017345
workers. Major manufacturing factories are
located in Vietnam, China, Sri Lanka, Japan,
USA, Brazil, Indonesia and many more.
Q Quora > Where-are-nike-products-...
Where are nike products manufactured? -
Quora
? About Featured Snippets
Feedback
",No,images_labeled/train/1222550007703842816.jpg,http://pbs.twimg.com/media/EPderUgW4AEknt4.jpg,0,True,covid,True
1220,1222432579212599297,https://twitter.com/user/status/1222432579212599297,via @PerilofAfrica  Apple CEO Says Company Limiting Employees' Trips to China Due to Coronavirus Outbreak: MOSCOW (Sputnik) - Apple's CEO Tim Cook said in an interview with the CNBC broadcaster that his company had restricted its employees' trips to… https://t.co/WYIrFSypQ8 https://t.co/FwRWwYoIkx,,Yes,images_labeled/train/1222432579212599297.jpg,http://pbs.twimg.com/media/EPbz8-KUwAMwgxO.jpg,1,True,covid,False
1169,1222581551407468545,https://twitter.com/user/status/1222581551407468545,Coronavirus: Nigerian Govt Shuts Down Supermarket In Abuja https://t.co/raz6rRksuT https://t.co/OiHbsVv59v,,Yes,images_labeled/train/1222581551407468545.jpg,http://pbs.twimg.com/media/EPd7cR4XkAEcVi9.jpg,1,True,covid,False
1322,1222519620495605761,https://twitter.com/user/status/1222519620495605761,UAE confirms first cases of novel coronavirus https://t.co/TYoMjavqNa https://t.co/cRiZZnXHX0,,Yes,images_labeled/train/1222519620495605761.jpg,http://pbs.twimg.com/media/EPdDHZ9X4AIwZDS.jpg,1,True,covid,False
1256,1222506162475749376,https://twitter.com/user/status/1222506162475749376,China: Countries evacuating nationals from coronavirus areas https://t.co/idWl3QbQGc https://t.co/is8tj9W2sh,,No,images_labeled/train/1222506162475749376.jpg,http://pbs.twimg.com/media/EPc24FjWkAESWgz.jpg,0,True,covid,False
1254,1222650828705665024,https://twitter.com/user/status/1222650828705665024,"Because people are being stupid about Coronavirus and seeing Chinese people - the issue is mostly isolated in Wuhan, a city in China. This is China. China is 39 times bigger than the UK. And in reality, Coronavirus is basically flu. Stop being so dumb and racist. https://t.co/YfRNbPyqUM","China
Wuhan
Ea
Nepal
India
Myanmar
",No,images_labeled/train/1222650828705665024.jpg,http://pbs.twimg.com/media/EPe6cnIWoAATiUr.jpg,0,True,covid,True
1253,1222406016886697984,https://twitter.com/user/status/1222406016886697984,"Coronavirus death toll hits 132 as number of Chinese cases goes up by 1400 in one day
https://t.co/TIuC7KUb2T https://t.co/s9gq4g8tSp",,Yes,images_labeled/train/1222406016886697984.jpg,http://pbs.twimg.com/media/EPa72gtX0AEFdvP.png,1,True,covid,False
1249,1222567427847921669,https://twitter.com/user/status/1222567427847921669,Has coronavirus reached AFRICA? Sudan reports two suspected cases https://t.co/kXTHt9nrzJ https://t.co/9oljUIg9ID,"Aswan o
LIBYA
EGYPT.
SAUDI
ARABIA
Abri o
Port Sudan
Al Goled o
SUDAN
CHAD
Kassala o ERITREA
Khartoum
O Al Fashir
O EI Obeid
Addis Ababa o
Wau o
ETHIOPIA
SOUTH SUDAN
© MailOnline - Anna D'Assaro
",Yes,images_labeled/train/1222567427847921669.jpg,http://pbs.twimg.com/media/EPdumLwWsAA-I77.jpg,1,True,covid,True
1248,1222626623779897345,https://twitter.com/user/status/1222626623779897345,"Google temporarily closing China, Hong Kong, and Taiwan offices due to coronavirus https://t.co/9n0LzDN0G5 https://t.co/IszA112ZgB","Google
Our products
Our stories
About
Our commitments
Our offices
China
Xi'an
西安市
Fukuoka
福岡
HENAN
JIANGSU
Shanghai
上海
Chengdu
成都市
TIBET
HUBEI
ANHUI
SICHUAN
East China Sea
Chongging
重庆
ZHEJIANG
ARUNACHAL
PRADESH
SIKKIM Bhutan
HUNAN
GUIZHOU
JIANGXI
andu
डॉ
ASSAM
NAGALAND
Taipei
台北
EIHAR
MEGHALAYA
FUJIAN
JMANIPUR
Bangladesh
TRÍPURA
MIZORAM
YUNNAN
Taiwan
GUANGXI
GUANGDONG
AND
VEST BENGAL
Kolkata
Kaohsiung
City
Myanmar
(Burma)
Macau Hong Kong
澳門 香港
কলকাতা
Hanoi
“
Chiang Mai
",Yes,images_labeled/train/1222626623779897345.jpg,http://pbs.twimg.com/media/EPekb2FX0AgjKCZ.jpg,1,True,covid,True
1330,1222465004064079872,https://twitter.com/user/status/1222465004064079872,British Airways suspends direct flights to China over #coronavirus outbreak | TheCable  https://t.co/oNtaEy9W9q https://t.co/7vHVSS6YyS,,Yes,images_labeled/train/1222465004064079872.jpg,http://pbs.twimg.com/media/EPcRbw_XsAECEbI.jpg,1,True,covid,False
1243,1222965057308495872,https://twitter.com/user/status/1222965057308495872,Opinion: Coronavirus shows disease prevention needs to be a policy priority https://t.co/iR3jv5VHCD https://t.co/x1zZDkZQqs,,No,images_labeled/train/1222965057308495872.jpg,http://pbs.twimg.com/media/EPjYMskWAAAoKKl.jpg,0,True,covid,False
1242,1222568653356445703,https://twitter.com/user/status/1222568653356445703,"Danish Newspaper Under Fire After Sharing 'Insulting' Cartoon on Coronavirus
https://t.co/xKpyGjvyy1 https://t.co/aaJVVZG8JR",,Yes,images_labeled/train/1222568653356445703.jpg,http://pbs.twimg.com/media/EPdvtfwWsAE3rmI.jpg,1,True,covid,False
1334,1222385608632365056,https://twitter.com/user/status/1222385608632365056,Coronavirus Update -  Deaths and new cases trending down in last 24 hours.  2.2% death rate vs 2.8% previous avg.   New cases growth rate slowing.  I hope tomorrow brings more good news. The bad news is fear is gripping too many. We must keep perspective. Fear is the real enemy. https://t.co/Q1xCqhqHtI,,Yes,images_labeled/train/1222385608632365056.jpg,http://pbs.twimg.com/media/EPbJNDWUwAIXT0J.png,1,True,covid,False
1241,1222803044795994114,https://twitter.com/user/status/1222803044795994114,"2019 Novel Coronavirus

💉6,065 infected worldwide
💉132 deaths worldwide
💉29 persons under investigation in PH
💉18 persons under investigation in NCR
💉1 confirmed case in PH (reportedly in Manila, visited Cebu and Dumaguete, here in PH for 10 days) https://t.co/joYDQntRsT","Connr
4NTER
PH CONFIRMS
FIRST CASE OF NEW
CORONAVIRUS
ABSOCBN
NEWS
000ABSCBNNEWS
NEWS.ABS-CBN.COM
",Yes,images_labeled/train/1222803044795994114.jpg,http://pbs.twimg.com/media/EPhE4PBU4AMO9Xt.jpg,1,True,covid,True
1337,1222818911101620225,https://twitter.com/user/status/1222818911101620225,CORONAVIRUS: COUNTRIES SETS UP EVACUATION PLANS AS CHINA DEATH TOLL INCREASES https://t.co/CcUGzDAlse https://t.co/4JWK1Jb4ZZ,,Yes,images_labeled/train/1222818911101620225.jpg,http://pbs.twimg.com/media/EPhTUcqXkAQgBQx.jpg,1,True,covid,False
1339,1222843677640478721,https://twitter.com/user/status/1222843677640478721,"Wuhan gis stats of 9PM EST last night 

https://t.co/XGomY4xW1z https://t.co/9EFFE0AUmA","Total Confirmed
7,783
",Yes,images_labeled/train/1222843677640478721.jpg,http://pbs.twimg.com/media/EPhp1KPX4AEa0ZY.jpg,1,True,covid,True
1235,1222855933488959489,https://twitter.com/user/status/1222855933488959489,Vietnam says three new cases of coronavirus detected: state media https://t.co/YIsuHcB3hZ https://t.co/eO2sLFN3OR,,Yes,images_labeled/train/1222855933488959489.jpg,http://pbs.twimg.com/media/EPh0_bZWkAEouWQ.jpg,1,True,covid,False
1233,1222970283944030211,https://twitter.com/user/status/1222970283944030211,"BREAKING: WHO declares coronavirus outbreak an international public health emergency
https://t.co/sU2xGDH9Jf https://t.co/AJ6IP6H4nk",,Yes,images_labeled/train/1222970283944030211.jpg,http://pbs.twimg.com/media/EPjc_RIXUAAhzm0.jpg,1,True,covid,False
1342,1222427493556269056,https://twitter.com/user/status/1222427493556269056,@corona how are your stocks looking guys? #coronavirus https://t.co/wcrNAjg7ky,,No,images_labeled/train/1222427493556269056.jpg,http://pbs.twimg.com/media/EPbvUzIXkAASWnj.jpg,0,True,covid,False
1344,1222735821939363843,https://twitter.com/user/status/1222735821939363843,"-Investors cautious over coronavirus concerns
-Asian stocks ⬇ to a seven-week low
-Many companies suspend China operations for time being
-U.S. futures ⬇
-Yuan ⬇
-Oil ⬇, gold ⬆
https://t.co/2cz36u4e2J https://t.co/IKYuGLAZ5X","Rivaling Trade
Asia stock declines nearing parallel to hits from trade war
I MSCI AC Asia Pacific Index
175
Trump moves on
China tariffs
170
ww
165
Virus
160
Concerns
155
150
Feb
Jul
2019
Mar
Apr
May
Jun
Aug
Sep
Oct
Nov
Dec
Jan
| 2020
Source: Bloomberg
Index
",Yes,images_labeled/train/1222735821939363843.jpg,http://pbs.twimg.com/media/EPgHwALWsAEiWUL.jpg,1,True,covid,True
1321,1222659956526088192,https://twitter.com/user/status/1222659956526088192,The Flu is a Bigger Health Threat in the U.S. than Novel Coronavirus https://t.co/JZlRJuwpUg https://t.co/ZPSxTCdvPl,,Yes,images_labeled/train/1222659956526088192.jpg,http://pbs.twimg.com/media/EPfCv_aUUAAGS9x.jpg,1,True,covid,False
1319,1222972205551816706,https://twitter.com/user/status/1222972205551816706,WHO declares international public health emergency over coronavirus https://t.co/TlCXBzcBJN https://t.co/FQGC4qfupr,,Yes,images_labeled/train/1222972205551816706.jpg,http://pbs.twimg.com/media/EPjevVHX4AAX9Il.jpg,1,True,covid,False
1318,1222975418409660416,https://twitter.com/user/status/1222975418409660416,"#coronavirus ""Fucking world is doomed....Bring dat shite to every door now..Political gobshites all round...Never trust a country dat ates fucking rats !No virus ever bossed de Utd midfield like a ravenous serengeti lion! Away an shite &amp; hide in my auld mad bushy beard! Hoors! https://t.co/FnbQSLslkB",,No,images_labeled/train/1222975418409660416.jpg,http://pbs.twimg.com/media/EPjhqMhX4AE93MT.jpg,0,True,covid,False
1317,1222482223451918336,https://twitter.com/user/status/1222482223451918336,"@dcexaminer #coronavirus is extremely infectious, hope the world can be alert, not just listening to the China controlled WHO https://t.co/cOi6wrJkCX","As of Jan 28th 2020
GMT +8.00 (1.38)
*國際文宣組
INTERNATIONAL ruck-ceF
WUHAN CORONAVIRUS
EXPORTING GLOBALLY
FRANCE
Confirmed: 3
S.KOREA
Confirmed: 4
Suspected: 15
AUSTRALIA
Confirmed: 5
Suspected: 1
UK
Suspected: 4
MALAYSIA
JAPAN
Confirmed: 4
Confirmed: 4
Suspected: 4
US
Confirmed: 5
Suspected: 73
MCHINA
Confirmed: 2859
Suspected: 1
TAIWAN
Confirmed: 5
Suspected: 126
MAXICO Death:82
МАXICO
VIETNAM
Suspected: 4
Confirmed: 2
NEPAL
BRAZIL
HONGKONG
Suspected: 2
Suspected: 1
Confirmed: 8
Suspected: 155
Confirmed: 1
PHILIPPINES
THAILAND
МАСAU
SINGAPORE
Suspected: 11
Confirmed: 8
Confirmed: 7
Confirmed: 4
RUSSIA
Suspected: 59
Suspected: 84
CANADA
Confirmed: 2
Suspected: 1
",Yes,images_labeled/train/1222482223451918336.jpg,http://pbs.twimg.com/media/EPchFwcUcAAkNHY.jpg,1,True,covid,True
1275,1222915947008315392,https://twitter.com/user/status/1222915947008315392,How residents in China are dealing with the deadly coronavirus outbreak https://t.co/iPWZRxOfpK https://t.co/qkTa4GbxIY,,No,images_labeled/train/1222915947008315392.jpg,http://pbs.twimg.com/media/EPirkrKW4AAnvIn.jpg,0,True,covid,False
1280,1222458500804202497,https://twitter.com/user/status/1222458500804202497,Coronavirus first case in England right here https://t.co/DUkRdBPUGi,,No,images_labeled/train/1222458500804202497.jpg,http://pbs.twimg.com/tweet_video_thumb/EPcLheCX0AAzdck.jpg,0,True,covid,False
1274,1222420042165489665,https://twitter.com/user/status/1222420042165489665,Jet with US employees from China diverted to March AFB amid coronavirus concerns – KABC-TV https://t.co/oC2lPFCiLT https://t.co/QfCaqYlp4g,,Yes,images_labeled/train/1222420042165489665.jpg,http://pbs.twimg.com/media/EPbojNwXsAIhLHu.jpg,1,True,covid,False
1273,1222411907337986049,https://twitter.com/user/status/1222411907337986049,Saw a video that said the Coronavirus might be a population control strategy https://t.co/LkSJCKPJ0e,,No,images_labeled/train/1222411907337986049.jpg,http://pbs.twimg.com/tweet_video_thumb/EPbhJG_WkAAwjlW.jpg,0,True,covid,False
1287,1222836583189172231,https://twitter.com/user/status/1222836583189172231,New test kits for coronavirus approved in China https://t.co/scQxyrTDE7 https://t.co/XPr9rko5X4,,Yes,images_labeled/train/1222836583189172231.jpg,http://pbs.twimg.com/media/EPhjY1LWsAYarSl.jpg,1,True,covid,False
1289,1222547245569990657,https://twitter.com/user/status/1222547245569990657,Coronavirus: Canadian stranded in Wuhan speaks out - FiWEH Life - https://t.co/oqCWRzkkeS https://t.co/sXATajlMP8,,No,images_labeled/train/1222547245569990657.jpg,http://pbs.twimg.com/media/EPdcPWHVUAISGfH.jpg,0,True,covid,False
1291,1222490214058229762,https://twitter.com/user/status/1222490214058229762,Italy organizing flight to evacuate its citizens from Chinese city of Wuhan https://t.co/qwd9EZT3Nc https://t.co/MHfphf7fxt,"REUTERS
",Yes,images_labeled/train/1222490214058229762.jpg,http://pbs.twimg.com/media/EPcoXwdVAAAvdX1.png,1,True,covid,True
1269,1222903569319256065,https://twitter.com/user/status/1222903569319256065,Coronavirus updates: The latest news on the outbreak and the global response https://t.co/QxU51bRK4o https://t.co/HF4iA6dpIQ,,No,images_labeled/train/1222903569319256065.jpg,http://pbs.twimg.com/media/EPigUKvUUAIq340.jpg,0,True,covid,False
1228,1222695814557888512,https://twitter.com/user/status/1222695814557888512,"My package that I ordered is in Wuhan!!!!

What do u do!!???!?!? https://t.co/tf6OIGgWvS","Package 1
Carrier Seller's Shipping Method
Tracking Number:
Date & send Time: 2020-01-12 20:56
Shipping Status:
<>
Seller shipped your order
Tracking
2020-01-18 15:24
[CHINA,WUHAN EMS]
Processed Through Facility
2020-01-18 11:01
(CHINA,WUHAN) Processed
Through Facility
US
2020-01-13 22:05
Destination
Country
(CHINA) Acceptance
",No,images_labeled/train/1222695814557888512.jpg,http://pbs.twimg.com/media/EPfjXNHU0AIOXw6.jpg,0,True,covid,True
1297,1222747399816265729,https://twitter.com/user/status/1222747399816265729,South Korea's Moon urges calm amid protests over coronavirus quarantine sites https://t.co/3ahSdCVLBG https://t.co/e8NI99ETTA,,Yes,images_labeled/train/1222747399816265729.jpg,http://pbs.twimg.com/media/EPgSR8SU8AA0P7l.jpg,1,True,covid,False
1264,1222837244026851329,https://twitter.com/user/status/1222837244026851329,Dr. Guillotin was a pioneer in the fight against royalists afflicted by the...#coronavirus? Is it still a pun if the word's the same but the joke entirely relies on the etymolog- https://t.co/Juo2yMdIhZ,,No,images_labeled/train/1222837244026851329.jpg,http://pbs.twimg.com/media/EPhj_SsXUAAdQBp.jpg,0,True,covid,False
1263,1222814516997738496,https://twitter.com/user/status/1222814516997738496,"Coronavirus Live Updates: Death Toll Rises, as Foreigners are Evacuated by THE NEW YORK TIMES https://t.co/N7xZTH3vZA https://t.co/rPeZ0rmnlX",,No,images_labeled/train/1222814516997738496.jpg,http://pbs.twimg.com/media/EPhPUqZXsAAJSKq.jpg,0,True,covid,False
1306,1222968807754432515,https://twitter.com/user/status/1222968807754432515,Run or hide it’s #coronavirus https://t.co/EXrLvd4I8K,,No,images_labeled/train/1222968807754432515.jpg,http://pbs.twimg.com/media/EPjbpE8WsAUf6_n.jpg,0,True,covid,False
1307,1222750083617361922,https://twitter.com/user/status/1222750083617361922,Malaysia confirms 8th case of coronavirus infection; Chinese patient is the wife of the 7th person also infected with the virus https://t.co/DksYuA5hbs https://t.co/GdtXahjnCq,,Yes,images_labeled/train/1222750083617361922.jpg,http://pbs.twimg.com/media/EPgUuC4XkAAMPvL.jpg,1,True,covid,False
1261,1222467172829728768,https://twitter.com/user/status/1222467172829728768,"#coronavirus as the South Africa Pres enjoys silence. Other President's are shutdown flight to &amp; from China. Bill has become some ""Messiah"" Africans are ill informed of this infectious virus. Flu strain cn be dealt with not this version of Corona which is similar 2 SARS but worse https://t.co/C3KPPmQceH https://t.co/Dr47wpDliN","Michael Smith China
Correspondent
Updated Jan 27, 2020 – 6.44pm,
first published at 4.23pm
Shanghai | Thousands of Chinese tourists
planning to travel to Australia over the next
two months have been forced to cancel their
trips after Beijing slapped a ban on tour
groups overseas in an effort to control the
spread of the coronavirus.
Tour operators in China said on Monday they
had been told the ban would be in place for
as long as two months, a crippling blow for
Australia's tourism industry, which is already
reeling from months of devastating bushfires
and relies heavily on visitors from China.
",Yes,images_labeled/train/1222467172829728768.jpg,http://pbs.twimg.com/media/EPcTZ2AWkAMDps6.jpg,1,True,covid,True
1258,1222596436652699651,https://twitter.com/user/status/1222596436652699651,"@americanairlnes, @united, and @EUAirlines are pulling flights to China 
as the coronavirus spreads and fears mount
-
Airlines around the world 
said they would cancel flights to China amid the Wuhan coronavirus outbreak.
-
https://t.co/jy91yrA483 https://t.co/0EAgizXy0l",,Yes,images_labeled/train/1222596436652699651.jpg,http://pbs.twimg.com/media/EPeI-lkXUAcZEgF.jpg,1,True,covid,False
1309,1222461376720850944,https://twitter.com/user/status/1222461376720850944,@AfcAdi If Griezmann goes anywhere I will inflict coronavirus on myself and die. https://t.co/IL2nfxNE7Q,,No,images_labeled/train/1222461376720850944.jpg,http://pbs.twimg.com/media/EPcOJHkVUAA1sEs.jpg,0,True,covid,False
1313,1222682559277977600,https://twitter.com/user/status/1222682559277977600,Tesla says China has ordered its Shanghai factory shut down over #coronavirus fears https://t.co/bUIAqiG7At,,Yes,images_labeled/train/1222682559277977600.jpg,http://pbs.twimg.com/media/EPfXTUtUYAA5MTd.jpg,1,True,covid,False
1304,1222802294082719744,https://twitter.com/user/status/1222802294082719744,"A stroll through Beijing in the time of coronavirus: 

* an avalanche of online purchases waiting for delivery (heavy on diapers and bottled water)
* racks of idle shared bikes
* side entrances to my building blocked to funnel everyone toward temperature checks https://t.co/HyC7Vj1NY5","醉位
t二层按摩|前二
快递
车辆编码:
O京东物流
JD Logistics
© 950616
www.jdwl.com
WKOK
010-01020
POIZON
甲那人
更高端的电动车
A
",No,images_labeled/train/1222802294082719744.jpg,http://pbs.twimg.com/media/EPhEJnBUEAAbcwY.jpg,0,True,covid,True
1346,1222533598927974401,https://twitter.com/user/status/1222533598927974401,"@lyrichues @DiMartinoBooth China's fight against pneumonia January 29, 2020
National epidemic situation:
Number of confirmed cases: 6,081
Suspected case 9 267
Deaths 133
Number of persons cured: 119 https://t.co/9OLvJdREpf","く
抗击肺炎
疫情地图
最新进展
直击现场
个人防护
全国疫情状况
更新时间2020/01/29 22:07
6081
9267
133
119
确诊人数
疑似病例
死亡人数
治愈人数
较昨日+1450
较昨日+2294
较昨日+27
较昨日+48
黑龙江
吉林
内蒙古 辽宁
新疆
河北
山西
宁
甘肃
陕西河南
山东。
青海
江苏
西藏
四川
重庆
安徽上海
湖北
浙江
湖南江西
福建
台湾
1-9人
“贵州。
10-99人
云南
东
100-499人
广西
青港
500-999人
1000人以上
以上数字均来自官方通报
海南
南海诸岛
全国疫情趋势图
■确诊
■疑似
死亡
■ 治愈
10,000
8,000
6,000
4,000
2,000
G分享
01.20
01.22
01.24
01.26
",Yes,images_labeled/train/1222533598927974401.jpg,http://pbs.twimg.com/media/EPdPyWJUYAAyiqN.jpg,1,True,covid,True
1227,1222464176922288128,https://twitter.com/user/status/1222464176922288128,Every time you see in the news a case of #coronavirus has been announced in your country. https://t.co/gmFORGlgwW,,No,images_labeled/train/1222464176922288128.jpg,http://pbs.twimg.com/tweet_video_thumb/EPcQrtjXUAAKSRM.jpg,0,True,covid,False
1347,1222771532176543746,https://twitter.com/user/status/1222771532176543746,"#coronavirus latest news, chart @BloombergTV live https://t.co/YOyJSve2UM https://t.co/1SweYy4jfY","CORONAVIRUS LATEST
MEALTH PRSAN.
W.H.O. mulls global alarm
Death toll: at least 170
Confirmed cases: 7,815
",Yes,images_labeled/train/1222771532176543746.jpg,http://pbs.twimg.com/media/EPgoNmKX0AA3ij_.jpg,1,True,covid,True
1384,1222439637010059264,https://twitter.com/user/status/1222439637010059264,Australian Scientists ‘first To Grow’ New Coronavirus Outside China https://t.co/Q1yi2m5JTR https://t.co/5Z89LHangc,,Yes,images_labeled/train/1222439637010059264.jpg,http://pbs.twimg.com/media/EPb6X0KWAAAyJkL.jpg,1,True,covid,False
1197,1222581063429562368,https://twitter.com/user/status/1222581063429562368,Pneumonia: Two Million Children Risk Death In Nigeria https://t.co/pXtDK35EDH https://t.co/whceGii0uQ,,Yes,images_labeled/train/1222581063429562368.jpg,http://pbs.twimg.com/media/EPd6_40XsAErw7E.jpg,1,True,covid,False
