,tweet_id,tweet_url,tweet_text,ocr_text,class_label,image_path,image_url,label,in_mm,topic,has_ocr
1766,1033136080881627136,https://twitter.com/user/status/1033136080881627136,feels like we r moving in2 a time where some1 can b dying on the street of something treatable cant afford anything also about 2b washed away in a flood caused by climate change &amp; politicians will fight among themselves about which war criminal they should rename the street after https://t.co/pNbqdW4qQP,,No,images_labeled/train/1033136080881627136.jpg,http://pbs.twimg.com/tweet_video_thumb/DlZvyMPXsAAjy2Q.jpg,0,True,climate,False
940,1033728071210360834,https://twitter.com/user/status/1033728071210360834,Can the Pope Work a Miracle on Curbing Climate Change? https://t.co/pFPV4eGPqU via @CleanAirMoms https://t.co/JFeTmAB9gi,"WE HAVE A MORAL OBLIGATION TO
FUTURE GENERATIONS TO ADDRESS
THE THREATS OF CLIMATE CHANGE
MOMS
clean air
FORCE
THOMAS HAWK
",No,images_labeled/train/1033728071210360834.jpg,http://pbs.twimg.com/media/DliKM8IXsAIFeFT.jpg,0,True,climate,True
938,1034559684072689664,https://twitter.com/user/status/1034559684072689664,Climate change predicted to bring more extremes to inland Southern California on Canadanewsmedia - https://t.co/3eovpBf9hG https://t.co/dzoxg0nDNG,,No,images_labeled/train/1034559684072689664.jpg,http://pbs.twimg.com/media/Dlt-jMKX0AAqn6v.jpg,0,True,climate,False
1338,1034428250645250050,https://twitter.com/user/status/1034428250645250050,"If there is a better Global visualization website of current weather,ice,ssts etc.  I have not found it. Outstanding work here by the Climate Change Institute at the University of Maine https://t.co/3SJac2mydD https://t.co/YoIMMIhiMp","15
Avg | Max | Min
2
2m Temperature Anomaly
0.5
Precipitation / Clouds
0.1
Mix
10m Wind Speed
15
Sea Level Pressure
10
Precipitable Water
2
DOhPa Geopot. Height
0.5
0.1
Jetstream Wind Speed
Snow
Snow Depth / MSLP
15
10
Sea Ice / Snow Cover
2
Sea Surface Temperature
0.5
SST Anomaly
0.1
ClimateReanalyzer.org
Click Image to Change View
Climate Change Institute | University of Maine
",No,images_labeled/train/1034428250645250050.jpg,http://pbs.twimg.com/media/DlsG9zQXgAYRup6.jpg,0,True,climate,True
553,1034395977111793664,https://twitter.com/user/status/1034395977111793664,"What are some of the many benefits of spending time in nature every day?
https://t.co/Mj2DeG1bzs
#climatechange #climateaction 
#environment 
#energy https://t.co/bCMiO4cKyd",,No,images_labeled/train/1034395977111793664.jpg,http://pbs.twimg.com/media/DlrpqLuX0AAI07j.jpg,0,True,climate,False
1750,1035156553027006464,https://twitter.com/user/status/1035156553027006464,"I keep coming back to this report because it has testimonies from people talking about their own displacement, and how they see changing weather patterns leading to their own movement. 
https://t.co/DS7IxHPUOb https://t.co/6Zd0LpcXbe",,No,images_labeled/train/1035156553027006464.jpg,http://pbs.twimg.com/media/Dl2alCdWwAE3R9M.jpg,0,True,climate,False
555,1032777299010236417,https://twitter.com/user/status/1032777299010236417,Annual global temperatures from 1850 to 2017 where the bluest colors are the coldest temperatures and the reddest colors are the warmest. Note the trend. In an unchanging climate colors would be mixed randomly. https://t.co/qDcZNHQr88 (Twitter cred to @stephdaborn) https://t.co/4q8rMBWorD,"Annual global temperatures from 1850-
2017
The colour scale represents the change in
global temperatures covering 1.35°C
[data]
",Yes,images_labeled/train/1032777299010236417.jpg,http://pbs.twimg.com/media/DlUpejCWsAAP71I.jpg,1,True,climate,True
1749,1032855040988532736,https://twitter.com/user/status/1032855040988532736,"@Captbobdad @adlrope @tan123 @SteveSGoddard @Spafers1 @Carbongate @ClimateRealists @ClimatismBlog @curryja @JWSpry Climate is changing in 180 degree opposite direction towards global cooling, not the false CO2- Anthropogenic Global Warming propagated by UN bureaucrats.
Climate changes are not caused by the atmospheric CO2 that will keep on increasing irrespective of the Earth's temperature. https://t.co/DooAETrUYI","Retweeted
by Michel Krief
Dr. Waheed Uddin @drwaheedu.. · 1d v
New ARIMA Seasonal #model of solar
sunspot mumber cycles is developed as
a part of new PhD research.
Grand #solar minimum, predicted for
2019, will lead to abrupt global cooling
as all global evidence indicates.
Sunspot number predictions:
1.0 for Sept 2019
77.2 for Dec 2030
ISES Solar Cycle Numbers (Observed January 1991 June 2018
Predicted Until December 2030
300
Mearured
ARIMA
250
Predicted SWO Sunspot Observed Sunspot
Sasitika!
Vata (Jan
1991 - June
Sunmary
(Undi Jane
2010
330
2018)
200
330
Man
77.2
76.2
@drwaheeduddin 1
61.5
62.5
S13
2702
Cov s)
Masirum
Max Dare
Avenge 6
150
252
100
50
圳州
-50
January
1991
https://www.swpc.noaa. gov/products/solar-cycle-progression
Created by: Dr. W. Uddin / Rulian Barros / Salma
June
2018
6.
27 51
78
Show this thread
Michel Krief
Following
@KriefKriefbis
SWO Sunspot Number
",Yes,images_labeled/train/1032855040988532736.jpg,http://pbs.twimg.com/media/DlVwLJLXoAA92dK.jpg,1,True,climate,True
1748,1033661581857452032,https://twitter.com/user/status/1033661581857452032,"Climate change and bad development practices to blame for Kerala floods, says expert: https://t.co/YCMHzycfLO https://t.co/voKu0dqcMQ",,Yes,images_labeled/train/1033661581857452032.jpg,http://pbs.twimg.com/media/DlhJ_gcU4AAYkEG.jpg,1,True,climate,False
1744,1034119639209398272,https://twitter.com/user/status/1034119639209398272,Debunking the myth: Is climate change responsible for heatwaves and wildfires? https://t.co/0abhthudHY https://t.co/R0WbhyNhaY,"Temperature difference between 1-20 July 2018 and the 1981-2010 average
14
4
2
o °C
-2
-4
-6
14
VPLEMENTED DY
opernicus
Climate
Change Service
ECMWF
Europe's eyes on Earth
dimate.copernicus.ou
",No,images_labeled/train/1034119639209398272.jpg,http://pbs.twimg.com/media/DlnuVKHUwAIn-zw.png,0,True,climate,True
935,1033038111188688897,https://twitter.com/user/status/1033038111188688897,"The future of combating climate change at the federal level rests largely in the hands of the Supreme Court, and Trump’s Supreme Court pick Brett Kavanaugh has shown that his reading of the law is in direct conflict with the EPA’s ability to fight climate change. https://t.co/jf3GD4HksQ","DIRTY DECISION E DAY
#9 Texas v. EPA
Trump Supreme Court pick Brett Kavanaugh sided
with fossil fuel companies that were trying to
block protections to combat climate change.
#SAVESCOTUS
LCV
",Yes,images_labeled/train/1033038111188688897.jpg,http://pbs.twimg.com/media/DlYWgbFX4AAlqkd.jpg,1,True,climate,True
1336,1034847269953134594,https://twitter.com/user/status/1034847269953134594,"Sharing a picture from my mom of the playground near their house in the Madison, WI area. One of their neighbors measured &gt;18"" of rain in one night and it keeps coming. We need real action on #climatechange NOW. https://t.co/bCl9hPpM0D",,No,images_labeled/train/1034847269953134594.jpg,http://pbs.twimg.com/media/DlyC-lHUYAAPdNY.jpg,0,True,climate,False
941,1032878112143548416,https://twitter.com/user/status/1032878112143548416,“Global climate change has serious and directly observable consequences in high mountains” https://t.co/P2GQkhyjDE https://t.co/qANho1U1C7,,No,images_labeled/train/1032878112143548416.jpg,http://pbs.twimg.com/media/DlWFKnLXcAYIMSZ.jpg,0,True,climate,False
1771,1035127239493337088,https://twitter.com/user/status/1035127239493337088,"Enable Auto-Detect Active Field under Map Options in @FieldView Cab if you have accurate field boundaries in your account and want the active field to change automatically when changing fields. 
Learn more: https://t.co/8ZTrYswP5M https://t.co/olb4xrGZs8","Carrier ?
2:02 PM
1 12%
PINS & REGIONS
PINS
Map Options
Field Pin Aug 10, 2018
August 10, 2018
Field Pin Aug 10, 2018
Field Boundaries
Field Pins
Field
August 10, 2018
REGIONS
SHOW
HIDE
SHOW
SHOW
High rate pre-plant
January 13, 2018
Prompt Hybrid on Field Change
Field Boundary Detection
Low rate pre-plant
January 13, 2018
ENABLED
DISABLED
PROMPT
AUTO
DISABLED
MAP OPTIONS
Enabled Maps
Planting
V Hybrid
V Population
> 253 bu/ac
241 - 253 bu/ac
X Target Pop
229 - 241 bu/ac
Singulation
214 - 229 bu/ac
Spacing
189 - 214 bu/ac
< 189 bu/ac
Build (kp)
",No,images_labeled/train/1035127239493337088.jpg,http://pbs.twimg.com/media/DkgH6YdX4AEKyFT.jpg,0,True,climate,True
534,1034543114566873088,https://twitter.com/user/status/1034543114566873088,Report Warns Of Catastrophe If Climate Change Goes Unchecked https://t.co/WNGtrA0Znu https://t.co/TkXdmC1wNu,,No,images_labeled/train/1034543114566873088.jpg,http://pbs.twimg.com/media/DltvetmUwAAkriK.jpg,0,True,climate,False
1326,1033567209442791424,https://twitter.com/user/status/1033567209442791424,"@crazysmurf77 HMMM ... The 1930's, The DecadeArcticAlarmists Would Like To Forget. Arctic Sea Ice Extent Was Similarly Low Some 90 Years Ago....... WMO Sounds FAKEArctic Heatwave Alarm With BLATANTdataCHERRYPICKING!...  #climatechange  #globalwarming https://t.co/IozzMpF1od","The 1930s – The Decade Arctic Alarmists Forgot! ir
the alarmists want us to go back & look long-term, then let's at least go back to 1900. As
the chart below shows, Arctic sea ice extent was similarly low some 90 years ago, a time
when atmospheric CO2 was at what we are told are climatically very ""safe levels"".
Sea ice has nothing to do with atmospheric CO2
8.0
7.0
6.0
i Alarmists like to
start chart here,
5.0
But ignore this!
Arctic Sea Ice Extent (September) 1900-2013 reconstructed
-Alekseev et al., 2016 (reconstructed September Arctic sea ice extent, 1900-2013) as shown in Connolly et al., 2017-
1960
Arctic sea ice extent is clearly driven by the natural temperature
cycles of the North Atlantic with a stunnungly strong correlation.
1900
1920
1940
1980
2000
Atlantic Multidecadal
Oscillation (Detrended)
Sea ice
extent
million
km²
",Yes,images_labeled/train/1033567209442791424.jpg,http://pbs.twimg.com/media/Dlf3j-XU8AEtFeV.jpg,1,True,climate,True
513,1035262048270254085,https://twitter.com/user/status/1035262048270254085,"After the end of the last ice age — as sea levels rose, glaciers receded and global average temperatures soared as much as seven degrees Celsius — the Earth’s ecosystems were utterly transformed.

It’s about to happen again....

https://t.co/LNyqrLtEFv @sarahkaplan48 https://t.co/3qQMUwWWdu",,No,images_labeled/train/1035262048270254085.jpg,http://pbs.twimg.com/media/Dl38sHOWsAAZnuV.jpg,0,True,climate,False
1327,1033483464681684993,https://twitter.com/user/status/1033483464681684993,"Talks on the banking crisis, climate change and the Irish border. Then Sacred Music, this Sound Machine and compline. Must be @greenbelt https://t.co/xYqwHCgN73",,No,images_labeled/train/1033483464681684993.jpg,http://pbs.twimg.com/media/DlerujSXoAErQBH.jpg,0,True,climate,False
952,1032680316845142016,https://twitter.com/user/status/1032680316845142016,a portrait of Mel Chin in @tmagazine  for his climate change project “Unmoored.” “Unmoored” is a downloadable app that places the phenomenon of rising sea levels within our electronic devices. https://t.co/1ZixY0t5CL,,No,images_labeled/train/1032680316845142016.jpg,http://pbs.twimg.com/media/DlTRD0YUYAEoEue.jpg,0,True,climate,False
516,1033552952303263744,https://twitter.com/user/status/1033552952303263744,"@ontarioisproud @JustinTrudeau @fordnation Global warming has now become climate change because we had a climate pause for 15 years. Manhattan was supposed to be under a foot of water. Polar bears extinct. Crops withering in the fields. So Manhattan dry, polar bears 25,000 and growing, bumper crops of produce. https://t.co/YMTxBIKrEj",,Yes,images_labeled/train/1033552952303263744.jpg,http://pbs.twimg.com/tweet_video_thumb/Dlfq63YW4AAzO4R.jpg,1,True,climate,False
1328,1034876034376593408,https://twitter.com/user/status/1034876034376593408,"Once the Stormcasts net the world human foolery, reduce the climate change rapidly all the wildfires &amp; water level &amp; super storms. Build a house or something. https://t.co/Ua3h4Iezio",,No,images_labeled/train/1034876034376593408.jpg,http://pbs.twimg.com/media/DlyeG1VUYAAH7az.jpg,0,True,climate,False
949,1033279618919358466,https://twitter.com/user/status/1033279618919358466,"How do clean technologies help us tackle climate change?https://t.co/wwdORYyv3J
#climatechange #climateaction 
#environment 
#energy https://t.co/E6jyZY9wPc","Global Climate Change Think & Act Tank 2017. GCCThinkActTank
Photo: Anne-Maria
Yritys Https://www.leadingwithpassion.org
""European Commission/EU 2050 Roadmap: Clean technologies play an important role. Early
actions will save costs later.""
",Yes,images_labeled/train/1033279618919358466.jpg,http://pbs.twimg.com/media/DlbyVlpX0AAktn6.jpg,1,True,climate,True
1791,1033045340461531136,https://twitter.com/user/status/1033045340461531136,Scientists have discovered that the atmosphere of our sun has no CO2 thus disproving the theory (hoax) of greenhouse gas global warming! FAKE https://t.co/KFaNl3hkfb,"Alan Friedman
",Yes,images_labeled/train/1033045340461531136.jpg,http://pbs.twimg.com/media/DlYcyLfVAAEKVn1.jpg,1,True,climate,True
948,1034763032583385089,https://twitter.com/user/status/1034763032583385089,"El Max in 2017, before the demolitions began. According to the World Bank, Alexandria and the Nile Delta is one of the most vulnerable areas in the world to climate change. https://t.co/OH9kRz8mqZ https://t.co/1CB3Obz6mZ",,Yes,images_labeled/train/1034763032583385089.jpg,http://pbs.twimg.com/media/Dlw3SvmW0AEBbkm.jpg,1,True,climate,False
1789,1033191987543863297,https://twitter.com/user/status/1033191987543863297,"As the nation plans new defenses against the more powerful storms and higher tides expected from climate change, one project stands out: a 60-mile seawall on the Texas gulf

https://t.co/vySlcpm89U https://t.co/HuJ7exk53e",,No,images_labeled/train/1033191987543863297.jpg,http://pbs.twimg.com/media/DlYVKHDUYAAAT1D.jpg,0,True,climate,False
523,1034215006429052929,https://twitter.com/user/status/1034215006429052929,"Visiting Katie Hill field office.
Katie Hill is a 2018 Democratic candidate seeking election to the U.S. House to represent the 25th Congressional District of California. She is a real climate change champion.@KatieHill4CA https://t.co/3zpZyuQHmZ",,No,images_labeled/train/1034215006429052929.jpg,http://pbs.twimg.com/media/DlpE9jOUUAEN1TY.jpg,0,True,climate,False
524,1032649235966189568,https://twitter.com/user/status/1032649235966189568,"ClientEarth poll suggests the majority of British home owners want solar power and more action against global warming...
https://t.co/G964T4qVCt https://t.co/G964T4qVCt https://t.co/xuvHNAuYGB",,Yes,images_labeled/train/1032649235966189568.jpg,http://pbs.twimg.com/media/DlS1Ae9XgAAOhw9.jpg,1,True,climate,False
1787,1034472301293535234,https://twitter.com/user/status/1034472301293535234,"@RealSophieYork @LyleShelton Thank you, Sophie, for confirming that you are not a scientist and that you know absolutely nothing about global warming! https://t.co/56Rg4ueD69",,No,images_labeled/train/1034472301293535234.jpg,http://pbs.twimg.com/media/DlsvEwsVAAEbJkP.jpg,0,True,climate,False
947,1033980519787069441,https://twitter.com/user/status/1033980519787069441,@GetUp Morrison is a global warming denialist... https://t.co/F8u4erlcnd,"0 2016
Annual Global Surface Temperature,
Relative to Late 19th Century Average
+1.2°C
• 2017
2015
+1.0
ALL YEARS
• 2014
WITHOUT EL NIÑO
19980
+0.8
+0.6""
• 1944
+0.4
+0.2
HOTTER THAN THE
1880-1899 AVERAGE
0.0
COLDER
-0.2
1904
-0.4
1880
1890
1900
1910
1920
1930
1940
1950
1960
1970
1980
1990
2000
2010
",Yes,images_labeled/train/1033980519787069441.jpg,http://pbs.twimg.com/media/DllvzVUVsAAm88f.jpg,1,True,climate,True
527,1034743754295582720,https://twitter.com/user/status/1034743754295582720,"Why is climate change particularly intense in the Arctic?
https://t.co/eIivtE0BwL
#climatechange #climateaction 
#environment 
#energy https://t.co/7lSToDKnBD","""Earth's climate changes,
including increases in ultraviolet
radiation, are particularly
intense in the Arctic"". -ACIA
Photo. Anne-Maria Yritys. LeviFinland Httpsv/www.leadingwithpassion.org
",No,images_labeled/train/1034743754295582720.jpg,http://pbs.twimg.com/media/Dlwl9fmW4AAm_Dp.jpg,0,True,climate,True
1331,1035140829310935041,https://twitter.com/user/status/1035140829310935041,“We have a very delicate balance in a highly managed system … That balance is very likely to get upset by sea-level rise.” Before climate change drowns Miami it will rob it of freshwater. https://t.co/l8FEWpGcST https://t.co/hYgirGCsKj,"Wellfield protected zones A Superfund site I Water I Wetlands
Saltwater
intrusion line
Northwest
Wellfield
Hialeah
Wellfield
Miami
1904
1943
West
Wellfield
1984
Biscayne Bay
2011
Data: U.S. Geological Survey, EPA, OpenStreetMap
",No,images_labeled/train/1035140829310935041.jpg,http://pbs.twimg.com/media/Dly8iJwX0As2PSv.jpg,0,True,climate,True
945,1035326397089083392,https://twitter.com/user/status/1035326397089083392,"@cathmckenna Please tell us how your “tackling climate change” program has changed earth’s temperature. 
If earth’s temperature is still rising as you are tackling climate change, maybe you should ask why! 
Earth’s temperature has been higher with less CO2 since man discovered Canada. Explain https://t.co/RvDpuln9bp","Pre-Boreal
Boreal
Atlantic
Sub-Boreal
Sub-Atlantic
AA
1.0
Minoan
warm period
Roman
24.2
0.8
warm period
Medieval
0.6
b
warm period
24
0.4
Little
Ice Age
-23.8
0.2
S.A. Marcott et al, 2013
23.6
-0.2
Knownuthing
www.rankia.com/blog/game-over
-0.4
Holocene Climatic Optimum
Neoglacial
11000 10000
9000
8000
7000
6000
5000
4000
3000
2000
1000
Time (yr BP)
Figure 37. Holocene global temperature change reconstruction. a. Red
curve, global average temperature reconstruction from Marcott et al., 2013,
figure 1. The averaging method does not correct for proxy drop out which
produces an artificially enhanced terminal spike, while the Monte Carlo
smoothing eliminates most variability information. b. Black curve, global
average temperature reconstruction from Marcott et al., 2013, using proxy
published dates, and differencing average. Temperature anomaly was rescaled to
match biological, glaciological, and marine sedimentary evidence, indicating the
Holocene Climate Optimum was about 1.2°C warmer than LIA. c. Purple curve,
Earth's axis obliquity is shown to display a similar trend to Holocene
temperatures. Source: Marcott et al., 2013.
Temperature anomaly (""C, rescaled)
Obliquity ()
",No,images_labeled/train/1035326397089083392.jpg,http://pbs.twimg.com/media/Dl433fEU8AAwsS7.jpg,0,True,climate,True
530,1033535816251920385,https://twitter.com/user/status/1033535816251920385,"Why is nature the best place for healing? https://t.co/I7Y5LKgxnf
#climatechange #climateaction 
#environment 
#energy https://t.co/dsm30sCroG","""Let us wander
where the wifi is
weak"".
Photo: Anne-Maria Yritys/Finland. Https://www.leadingwithpassion.org
",No,images_labeled/train/1033535816251920385.jpg,http://pbs.twimg.com/media/DlfbWO9W0AAoVIz.jpg,0,True,climate,True
1332,1033858455763922946,https://twitter.com/user/status/1033858455763922946,"West Hollywood's City Council voted unanimously on a resolution to permanently remove President Trump’s star from the Hollywood Walk of Fame. The resolution cites family separations, Trump's climate change denial and ""his disturbing treatment of women"" as reasons for removal. https://t.co/6BptEQ0zqd",,Yes,images_labeled/train/1033858455763922946.jpg,http://pbs.twimg.com/media/DlkAyUbX4AM6UpC.jpg,1,True,climate,False
1774,1032800212643966976,https://twitter.com/user/status/1032800212643966976,"What is Sustainable Seafood? Learn more here: https://t.co/asJ9CxxnbI
#climatechange #climateaction 
#environment 
#energy https://t.co/f5IKh8Ylbb","Global Climate Change Think & Act Tank 2017. GCCThinkActTank
Photo: Anne-Maria
Yritys Https://www.leadingwithpassion.org
“Marine Stewardship Council. Certified sustainable seafood. There are more than 20K
MSC labelled, certified sustainable seafood products on sale around the world.""
",No,images_labeled/train/1032800212643966976.jpg,http://pbs.twimg.com/media/DlU-Ud2V4AA5hCS.jpg,0,True,climate,True
943,1034222677039280133,https://twitter.com/user/status/1034222677039280133,Gonna go ahead and blame Al Gore and his global warming on this one https://t.co/VZRPZFG5qm,,No,images_labeled/train/1034222677039280133.jpg,http://pbs.twimg.com/media/DlpMAieVsAAUzuB.jpg,0,True,climate,False
560,1034974788333096960,https://twitter.com/user/status/1034974788333096960,Exxon tells N.Y. to`Put up or shut up' in climate change probe https://t.co/x1ZwQGK2pz via @josephjett https://t.co/lF0IiViq5i,,Yes,images_labeled/train/1034974788333096960.jpg,http://pbs.twimg.com/media/Dlz4FbcVAAAsrrj.jpg,1,True,climate,False
561,1033874808570871808,https://twitter.com/user/status/1033874808570871808,"Bahaha, a day after grassroots Conservatives came out swinging against climate change policy and funding for abortion in foreign aid, a Vancouver Sun columnist says this, not about those conservatives but about immigrants https://t.co/vpt6LcJyOo","We will also have to contend with the fact that
many will bring with them values and traditions
that may differ in key respects from those of most
Canadians, such as gender equality and concern
for protection of the environment.
If Canada continues along its present path as
described by Kaufmann, we will become one of
the first and perhaps the only country in the world
to voluntarily allow its population to be largely
replaced by people from elsewhere.
",No,images_labeled/train/1033874808570871808.jpg,http://pbs.twimg.com/media/DlkPqB3WwAE2iKD.jpg,0,True,climate,True
1740,1033993287751725056,https://twitter.com/user/status/1033993287751725056,"The Guardian If we want strong climate action, we need to get the moderate Liberals on board The Guardian Having spent time talking to the Coalition membership base, I can understand why the people in the party who want action on climate change struggle… https://t.co/q1lJO9pRlz https://t.co/f3X75baJ8n","The
Guardian Opinions
",No,images_labeled/train/1033993287751725056.jpg,http://pbs.twimg.com/media/Dll7akHVAAAr0hh.jpg,0,True,climate,True
564,1034265895693115394,https://twitter.com/user/status/1034265895693115394,"Is Agriculture Responsible For Climate Change? https://t.co/jvDP94zlVj
#climatechange #climateaction 
#environment 
#energy https://t.co/e5NFtf2bZu","Global Climate Change Think & Act Tank 2017. GCCThinkActTank
Photo: Anne-Maria
Yritys Https://www.leadingwithpassion.org
""FAO Strategy on Climate Change. Rome, July 2017. Agriculture and food systems are partly
responsible for increased temperatures but are also a fundamental part of the solution to
mitigate greenhouse gas emissions and promote adaptation to a changing climate.""
",Yes,images_labeled/train/1034265895693115394.jpg,http://pbs.twimg.com/media/DlpzWcpX0AAofV0.jpg,1,True,climate,True
1707,1033674987960459264,https://twitter.com/user/status/1033674987960459264,"How Women´s Expertise Can Be of Value When Tackling Climate Change: https://t.co/k3tFg5jWKR
#climatechange #climateaction 
#environment 
#energy https://t.co/3drbVXsFZv","Global Climate Change Think & Act Tank 2017. GCCThinkActTank
Photo: Anne-Maria
Yritys Https://www.leadingwithpassion.org
“UN Women. Through their experiences and traditional knowledge of many natural
resources, women can offer valuable insights into better managing the climate and its
risks.""
",No,images_labeled/train/1033674987960459264.jpg,http://pbs.twimg.com/media/DlhZ7FcUUAIDfkC.jpg,0,True,climate,True
594,1032831908454051840,https://twitter.com/user/status/1032831908454051840,"The article is about climate change, mainly the carbon threshold becoming too high, but I have more concerns about how often The Sun writes about the apocalypse. https://t.co/uaj2DUmb5c","MORE STORIES ABOUT THE
APOCALYPSE
APOCALYPSE CIAO Italian
exorcist claims recent
hurricanes and rise of 'devil-
backed Kim Jong-un' are
GUN GIRL Modern Family's
Ariel Winter wears tiny
hotpants to pose with guns
to 'prepare for zombie
",No,images_labeled/train/1032831908454051840.jpg,http://pbs.twimg.com/media/DlVbJMzXgAAlFza.jpg,0,True,climate,True
